Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2018-05-24 16:21:14.536 +0530,"Success",0:00:00,0,0,0,"20180524_162114.536/LogFile.txt","","",1
